Account address,Show boosts,Notify on new posts,Languages
@sij@earth.law,true,false,
@simonweiss@mastodon.social,true,false,
@singingwolfboy@queer.dev,true,false,
@sivy@hachyderm.io,true,false,
@sleepypioneer@mastodon.social,true,false,
@socalpython@fosstodon.org,true,false,
@spot@social.afront.org,true,false,
@stargirl@hachyderm.io,true,false,
@talkpython@fosstodon.org,true,false,
@tek@freeradical.zone,true,false,
@terezaif@vis.social,true,false,
@the_compiler@mastodon.social,true,false,
@TheFake_VIP@linuxrocks.online,true,false,
@TheOuterLinux@mastodon.social,true,false,
@ThePSF@fosstodon.org,true,false,
@ThiagoTDotCom@fosstodon.org,true,false,
@tiangolo@fosstodon.org,true,false,
@tonybaloney@fosstodon.org,true,false,
@treyhunner@mastodon.social,true,false,
@tweedge@cybersecurity.theater,true,false,
@viduno@mastodon.xyz,true,false,
@villares@ciberlandia.pt,true,false,
@webology@mastodon.social,true,false,
@willingc@hachyderm.io,true,false,
@willmcgugan@mastodon.social,true,false,
@Yhg1s@social.coop,true,false,
